block_id,name,display_name,hardness,resistance,stack_size,diggable,material,transparent,emit_light,filter_light,default_state,min_state_id,max_state_id
273,redstone_wall_torch,Redstone Torch,0.0,0.0,64,True,default,True,7,0,6686,6686,6693
274,stone_button,Stone Button,0.5,0.5,64,True,mineable/pickaxe,True,0,0,6703,6694,6717
275,snow,Snow,0.1,0.1,64,True,mineable/shovel,False,0,0,6718,6718,6725
276,ice,Ice,0.5,0.5,64,True,mineable/pickaxe,True,0,1,6726,6726,6726
277,snow_block,Snow Block,0.2,0.2,64,True,mineable/shovel,False,0,15,6727,6727,6727
278,cactus,Cactus,0.4,0.4,64,True,default,False,0,0,6728,6728,6743
279,cactus_flower,Cactus Flower,0.0,0.0,64,True,default,True,0,0,6744,6744,6744
280,clay,Clay,0.6,0.6,64,True,mineable/shovel,False,0,15,6745,6745,6745
281,sugar_cane,Sugar Cane,0.0,0.0,64,True,default,True,0,0,6746,6746,6761
282,jukebox,Jukebox,2.0,6.0,64,True,mineable/axe,False,0,15,6763,6762,6763
283,oak_fence,Oak Fence,2.0,3.0,64,True,mineable/axe,False,0,0,6795,6764,6795
284,netherrack,Netherrack,0.4,0.4,64,True,mineable/pickaxe,False,0,15,6796,6796,6796
285,soul_sand,Soul Sand,0.5,0.5,64,True,mineable/shovel,False,0,15,6797,6797,6797
286,soul_soil,Soul Soil,0.5,0.5,64,True,mineable/shovel,False,0,15,6798,6798,6798
287,basalt,Basalt,1.25,4.2,64,True,mineable/pickaxe,False,0,15,6800,6799,6801
288,polished_basalt,Polished Basalt,1.25,4.2,64,True,mineable/pickaxe,False,0,15,6803,6802,6804
289,soul_torch,Soul Torch,0.0,0.0,64,True,default,True,10,0,6805,6805,6805
290,soul_wall_torch,Soul Torch,0.0,0.0,64,True,default,True,10,0,6806,6806,6809
291,copper_torch,Copper Torch,0.0,0.0,64,True,default,True,14,0,6810,6810,6810
292,copper_wall_torch,Copper Torch,0.0,0.0,64,True,default,True,14,0,6811,6811,6814
293,glowstone,Glowstone,0.3,0.3,64,True,default,False,15,15,6815,6815,6815
294,nether_portal,Nether Portal,-1.0,0.0,64,False,default,True,11,0,6816,6816,6817
295,carved_pumpkin,Carved Pumpkin,1.0,1.0,64,True,plant;mineable/axe,False,0,15,6818,6818,6821
296,jack_o_lantern,Jack o'Lantern,1.0,1.0,64,True,gourd;mineable/axe,False,15,15,6822,6822,6825
297,cake,Cake,0.5,0.5,1,True,default,False,0,0,6826,6826,6832
298,repeater,Redstone Repeater,0.0,0.0,64,True,default,False,0,0,6836,6833,6896
299,white_stained_glass,White Stained Glass,0.3,0.3,64,True,default,True,0,0,6897,6897,6897
300,orange_stained_glass,Orange Stained Glass,0.3,0.3,64,True,default,True,0,0,6898,6898,6898
301,magenta_stained_glass,Magenta Stained Glass,0.3,0.3,64,True,default,True,0,0,6899,6899,6899
302,light_blue_stained_glass,Light Blue Stained Glass,0.3,0.3,64,True,default,True,0,0,6900,6900,6900
303,yellow_stained_glass,Yellow Stained Glass,0.3,0.3,64,True,default,True,0,0,6901,6901,6901
304,lime_stained_glass,Lime Stained Glass,0.3,0.3,64,True,default,True,0,0,6902,6902,6902
305,pink_stained_glass,Pink Stained Glass,0.3,0.3,64,True,default,True,0,0,6903,6903,6903
306,gray_stained_glass,Gray Stained Glass,0.3,0.3,64,True,default,True,0,0,6904,6904,6904
307,light_gray_stained_glass,Light Gray Stained Glass,0.3,0.3,64,True,default,True,0,0,6905,6905,6905
308,cyan_stained_glass,Cyan Stained Glass,0.3,0.3,64,True,default,True,0,0,6906,6906,6906
309,purple_stained_glass,Purple Stained Glass,0.3,0.3,64,True,default,True,0,0,6907,6907,6907
310,blue_stained_glass,Blue Stained Glass,0.3,0.3,64,True,default,True,0,0,6908,6908,6908
311,brown_stained_glass,Brown Stained Glass,0.3,0.3,64,True,default,True,0,0,6909,6909,6909
312,green_stained_glass,Green Stained Glass,0.3,0.3,64,True,default,True,0,0,6910,6910,6910
313,red_stained_glass,Red Stained Glass,0.3,0.3,64,True,default,True,0,0,6911,6911,6911
314,black_stained_glass,Black Stained Glass,0.3,0.3,64,True,default,True,0,0,6912,6912,6912
315,oak_trapdoor,Oak Trapdoor,3.0,3.0,64,True,mineable/axe,True,0,0,6928,6913,6976
316,spruce_trapdoor,Spruce Trapdoor,3.0,3.0,64,True,mineable/axe,True,0,0,6992,6977,7040
317,birch_trapdoor,Birch Trapdoor,3.0,3.0,64,True,mineable/axe,True,0,0,7056,7041,7104
318,jungle_trapdoor,Jungle Trapdoor,3.0,3.0,64,True,mineable/axe,True,0,0,7120,7105,7168
319,acacia_trapdoor,Acacia Trapdoor,3.0,3.0,64,True,mineable/axe,True,0,0,7184,7169,7232
320,cherry_trapdoor,Cherry Trapdoor,3.0,3.0,64,True,mineable/axe,True,0,0,7248,7233,7296
321,dark_oak_trapdoor,Dark Oak Trapdoor,3.0,3.0,64,True,mineable/axe,True,0,0,7312,7297,7360
322,pale_oak_trapdoor,Pale Oak Trapdoor,3.0,3.0,64,True,mineable/axe,True,0,0,7376,7361,7424
323,mangrove_trapdoor,Mangrove Trapdoor,3.0,3.0,64,True,mineable/axe,True,0,0,7440,7425,7488
324,bamboo_trapdoor,Bamboo Trapdoor,3.0,3.0,64,True,mineable/axe,True,0,0,7504,7489,7552
325,stone_bricks,Stone Bricks,1.5,6.0,64,True,mineable/pickaxe,False,0,15,7553,7553,7553
326,mossy_stone_bricks,Mossy Stone Bricks,1.5,6.0,64,True,mineable/pickaxe,False,0,15,7554,7554,7554
327,cracked_stone_bricks,Cracked Stone Bricks,1.5,6.0,64,True,mineable/pickaxe,False,0,15,7555,7555,7555
328,chiseled_stone_bricks,Chiseled Stone Bricks,1.5,6.0,64,True,mineable/pickaxe,False,0,15,7556,7556,7556
329,packed_mud,Packed Mud,1.0,3.0,64,True,mineable/pickaxe,False,0,15,7557,7557,7557
330,mud_bricks,Mud Bricks,1.5,3.0,64,True,mineable/pickaxe,False,0,15,7558,7558,7558
331,infested_stone,Infested Stone,0.75,0.75,64,True,mineable/pickaxe,False,0,15,7559,7559,7559
332,infested_cobblestone,Infested Cobblestone,1.0,0.75,64,True,mineable/pickaxe,False,0,15,7560,7560,7560
333,infested_stone_bricks,Infested Stone Bricks,0.75,0.75,64,True,mineable/pickaxe,False,0,15,7561,7561,7561
334,infested_mossy_stone_bricks,Infested Mossy Stone Bricks,0.75,0.75,64,True,mineable/pickaxe,False,0,15,7562,7562,7562
335,infested_cracked_stone_bricks,Infested Cracked Stone Bricks,0.75,0.75,64,True,mineable/pickaxe,False,0,15,7563,7563,7563
336,infested_chiseled_stone_bricks,Infested Chiseled Stone Bricks,0.75,0.75,64,True,mineable/pickaxe,False,0,15,7564,7564,7564
337,brown_mushroom_block,Brown Mushroom Block,0.2,0.2,64,True,mineable/axe,False,0,15,7565,7565,7628
338,red_mushroom_block,Red Mushroom Block,0.2,0.2,64,True,mineable/axe,False,0,15,7629,7629,7692
339,mushroom_stem,Mushroom Stem,0.2,0.2,64,True,mineable/axe,False,0,15,7693,7693,7756
340,iron_bars,Iron Bars,5.0,6.0,64,True,mineable/pickaxe,True,0,0,7788,7757,7788
341,copper_bars,Copper Bars,5.0,6.0,64,True,mineable/pickaxe,True,0,0,7820,7789,7820
342,exposed_copper_bars,Exposed Copper Bars,5.0,6.0,64,True,mineable/pickaxe,True,0,0,7852,7821,7852
343,weathered_copper_bars,Weathered Copper Bars,5.0,6.0,64,True,mineable/pickaxe,True,0,0,7884,7853,7884
344,oxidized_copper_bars,Oxidized Copper Bars,5.0,6.0,64,True,mineable/pickaxe,True,0,0,7916,7885,7916
345,waxed_copper_bars,Waxed Copper Bars,5.0,6.0,64,True,mineable/pickaxe,True,0,0,7948,7917,7948
346,waxed_exposed_copper_bars,Waxed Exposed Copper Bars,5.0,6.0,64,True,mineable/pickaxe,True,0,0,7980,7949,7980
347,waxed_weathered_copper_bars,Waxed Weathered Copper Bars,5.0,6.0,64,True,mineable/pickaxe,True,0,0,8012,7981,8012
348,waxed_oxidized_copper_bars,Waxed Oxidized Copper Bars,5.0,6.0,64,True,mineable/pickaxe,True,0,0,8044,8013,8044
349,iron_chain,Iron Chain,5.0,6.0,64,True,mineable/pickaxe,True,0,0,8048,8045,8050
350,copper_chain,Copper Chain,5.0,6.0,64,True,mineable/pickaxe,True,0,0,8054,8051,8056
351,exposed_copper_chain,Exposed Copper Chain,5.0,6.0,64,True,mineable/pickaxe,True,0,0,8060,8057,8062
352,weathered_copper_chain,Weathered Copper Chain,5.0,6.0,64,True,mineable/pickaxe,True,0,0,8066,8063,8068
353,oxidized_copper_chain,Oxidized Copper Chain,5.0,6.0,64,True,mineable/pickaxe,True,0,0,8072,8069,8074
354,waxed_copper_chain,Waxed Copper Chain,5.0,6.0,64,True,mineable/pickaxe,True,0,0,8078,8075,8080
355,waxed_exposed_copper_chain,Waxed Exposed Copper Chain,5.0,6.0,64,True,mineable/pickaxe,True,0,0,8084,8081,8086
356,waxed_weathered_copper_chain,Waxed Weathered Copper Chain,5.0,6.0,64,True,mineable/pickaxe,True,0,0,8090,8087,8092
357,waxed_oxidized_copper_chain,Waxed Oxidized Copper Chain,5.0,6.0,64,True,mineable/pickaxe,True,0,0,8096,8093,8098
358,glass_pane,Glass Pane,0.3,0.3,64,True,default,True,0,0,8130,8099,8130
359,pumpkin,Pumpkin,1.0,1.0,64,True,gourd;mineable/axe,False,0,15,8131,8131,8131
360,melon,Melon,1.0,1.0,64,True,gourd;mineable/axe,False,0,15,8132,8132,8132
361,attached_pumpkin_stem,Attached Pumpkin Stem,0.0,0.0,64,True,default,True,0,0,8133,8133,8136
362,attached_melon_stem,Attached Melon Stem,0.0,0.0,64,True,default,True,0,0,8137,8137,8140
363,pumpkin_stem,Pumpkin Stem,0.0,0.0,64,True,default,True,0,0,8141,8141,8148
364,melon_stem,Melon Stem,0.0,0.0,64,True,default,True,0,0,8149,8149,8156
365,vine,Vines,0.2,0.2,64,True,vine_or_glow_lichen;plant;mineable/axe,True,0,0,8188,8157,8188
366,glow_lichen,Glow Lichen,0.2,0.2,64,True,vine_or_glow_lichen;plant;mineable/axe,True,0,0,8316,8189,8316
367,resin_clump,Resin Clump,0.0,0.0,64,True,default,True,0,1,8444,8317,8444
368,oak_fence_gate,Oak Fence Gate,2.0,3.0,64,True,mineable/axe,False,0,0,8452,8445,8476
369,brick_stairs,Brick Stairs,2.0,6.0,64,True,mineable/pickaxe,False,0,0,8488,8477,8556
370,stone_brick_stairs,Stone Brick Stairs,1.5,6.0,64,True,mineable/pickaxe,False,0,0,8568,8557,8636
371,mud_brick_stairs,Mud Brick Stairs,1.5,3.0,64,True,mineable/pickaxe,False,0,0,8648,8637,8716
372,mycelium,Mycelium,0.6,0.6,64,True,mineable/shovel,False,0,15,8718,8717,8718
373,lily_pad,Lily Pad,0.0,0.0,64,True,default,True,0,0,8719,8719,8719
374,resin_block,Block of Resin,0.0,0.0,64,True,default,False,0,15,8720,8720,8720
375,resin_bricks,Resin Bricks,1.5,6.0,64,True,mineable/pickaxe,False,0,15,8721,8721,8721
376,resin_brick_stairs,Resin Brick Stairs,1.5,6.0,64,True,mineable/pickaxe,False,0,0,8733,8722,8801
377,resin_brick_slab,Resin Brick Slab,1.5,6.0,64,True,mineable/pickaxe,False,0,0,8805,8802,8807
378,resin_brick_wall,Resin Brick Wall,1.5,6.0,64,True,mineable/pickaxe,False,0,0,8811,8808,9131
379,chiseled_resin_bricks,Chiseled Resin Bricks,1.5,6.0,64,True,mineable/pickaxe,False,0,15,9132,9132,9132
380,nether_bricks,Nether Bricks,2.0,6.0,64,True,mineable/pickaxe,False,0,15,9133,9133,9133
381,nether_brick_fence,Nether Brick Fence,2.0,6.0,64,True,mineable/pickaxe,False,0,0,9165,9134,9165
382,nether_brick_stairs,Nether Brick Stairs,2.0,6.0,64,True,mineable/pickaxe,False,0,0,9177,9166,9245
383,nether_wart,Nether Wart,0.0,0.0,64,True,default,True,0,0,9246,9246,9249
384,enchanting_table,Enchanting Table,5.0,1200.0,64,True,mineable/pickaxe,False,7,0,9250,9250,9250
385,brewing_stand,Brewing Stand,0.5,0.5,64,True,mineable/pickaxe,True,1,0,9258,9251,9258
386,cauldron,Cauldron,2.0,2.0,64,True,mineable/pickaxe,True,0,0,9259,9259,9259
387,water_cauldron,Water Cauldron,2.0,2.0,64,True,mineable/pickaxe,True,0,0,9260,9260,9262
388,lava_cauldron,Lava Cauldron,2.0,2.0,64,True,mineable/pickaxe,True,15,0,9263,9263,9263
389,powder_snow_cauldron,Powder Snow Cauldron,2.0,2.0,64,True,mineable/pickaxe,True,0,0,9264,9264,9266
390,end_portal,End Portal,-1.0,3600000.0,64,False,default,True,15,0,9267,9267,9267
391,end_portal_frame,End Portal Frame,-1.0,3600000.0,64,False,default,False,1,0,9272,9268,9275
392,end_stone,End Stone,3.0,9.0,64,True,mineable/pickaxe,False,0,15,9276,9276,9276
393,dragon_egg,Dragon Egg,3.0,9.0,64,True,default,True,1,0,9277,9277,9277
394,redstone_lamp,Redstone Lamp,0.3,0.3,64,True,default,False,0,15,9279,9278,9279
395,cocoa,Cocoa,0.2,3.0,64,True,plant;mineable/axe,True,0,0,9280,9280,9291
396,sandstone_stairs,Sandstone Stairs,0.8,0.8,64,True,mineable/pickaxe,False,0,0,9303,9292,9371
397,emerald_ore,Emerald Ore,3.0,3.0,64,True,incorrect_for_wooden_tool,False,0,15,9372,9372,9372
398,deepslate_emerald_ore,Deepslate Emerald Ore,4.5,3.0,64,True,incorrect_for_wooden_tool,False,0,15,9373,9373,9373
399,ender_chest,Ender Chest,22.5,600.0,64,True,mineable/pickaxe,False,7,0,9375,9374,9381
400,tripwire_hook,Tripwire Hook,0.0,0.0,64,True,default,True,0,0,9391,9382,9397
401,tripwire,Tripwire,0.0,0.0,64,True,default,True,0,0,9525,9398,9525
402,emerald_block,Block of Emerald,5.0,6.0,64,True,incorrect_for_wooden_tool,False,0,15,9526,9526,9526
403,spruce_stairs,Spruce Stairs,2.0,3.0,64,True,mineable/axe,False,0,0,9538,9527,9606
404,birch_stairs,Birch Stairs,2.0,3.0,64,True,mineable/axe,False,0,0,9618,9607,9686
405,jungle_stairs,Jungle Stairs,2.0,3.0,64,True,mineable/axe,False,0,0,9698,9687,9766
406,command_block,Command Block,-1.0,3600000.0,64,False,default,False,0,15,9773,9767,9778
407,beacon,Beacon,3.0,3.0,64,True,default,True,15,1,9779,9779,9779
408,cobblestone_wall,Cobblestone Wall,2.0,6.0,64,True,mineable/pickaxe,False,0,0,9783,9780,10103
409,mossy_cobblestone_wall,Mossy Cobblestone Wall,2.0,6.0,64,True,mineable/pickaxe,False,0,0,10107,10104,10427
410,flower_pot,Flower Pot,0.0,0.0,64,True,default,True,0,0,10428,10428,10428
411,potted_torchflower,Potted Torchflower,0.0,0.0,64,True,default,True,0,0,10429,10429,10429
412,potted_oak_sapling,Potted Oak Sapling,0.0,0.0,64,True,default,True,0,0,10430,10430,10430
413,potted_spruce_sapling,Potted Spruce Sapling,0.0,0.0,64,True,default,True,0,0,10431,10431,10431
414,potted_birch_sapling,Potted Birch Sapling,0.0,0.0,64,True,default,True,0,0,10432,10432,10432
415,potted_jungle_sapling,Potted Jungle Sapling,0.0,0.0,64,True,default,True,0,0,10433,10433,10433
416,potted_acacia_sapling,Potted Acacia Sapling,0.0,0.0,64,True,default,True,0,0,10434,10434,10434
417,potted_cherry_sapling,Potted Cherry Sapling,0.0,0.0,64,True,default,True,0,0,10435,10435,10435
418,potted_dark_oak_sapling,Potted Dark Oak Sapling,0.0,0.0,64,True,default,True,0,0,10436,10436,10436
419,potted_pale_oak_sapling,Potted Pale Oak Sapling,0.0,0.0,64,True,default,True,0,0,10437,10437,10437
420,potted_mangrove_propagule,Potted Mangrove Propagule,0.0,0.0,64,True,default,True,0,0,10438,10438,10438
421,potted_fern,Potted Fern,0.0,0.0,64,True,default,True,0,0,10439,10439,10439
422,potted_dandelion,Potted Dandelion,0.0,0.0,64,True,default,True,0,0,10440,10440,10440
423,potted_poppy,Potted Poppy,0.0,0.0,64,True,default,True,0,0,10441,10441,10441
424,potted_blue_orchid,Potted Blue Orchid,0.0,0.0,64,True,default,True,0,0,10442,10442,10442
425,potted_allium,Potted Allium,0.0,0.0,64,True,default,True,0,0,10443,10443,10443
426,potted_azure_bluet,Potted Azure Bluet,0.0,0.0,64,True,default,True,0,0,10444,10444,10444
427,potted_red_tulip,Potted Red Tulip,0.0,0.0,64,True,default,True,0,0,10445,10445,10445
428,potted_orange_tulip,Potted Orange Tulip,0.0,0.0,64,True,default,True,0,0,10446,10446,10446
429,potted_white_tulip,Potted White Tulip,0.0,0.0,64,True,default,True,0,0,10447,10447,10447
430,potted_pink_tulip,Potted Pink Tulip,0.0,0.0,64,True,default,True,0,0,10448,10448,10448
431,potted_oxeye_daisy,Potted Oxeye Daisy,0.0,0.0,64,True,default,True,0,0,10449,10449,10449
432,potted_cornflower,Potted Cornflower,0.0,0.0,64,True,default,True,0,0,10450,10450,10450
433,potted_lily_of_the_valley,Potted Lily of the Valley,0.0,0.0,64,True,default,True,0,0,10451,10451,10451
434,potted_wither_rose,Potted Wither Rose,0.0,0.0,64,True,default,True,0,0,10452,10452,10452
435,potted_red_mushroom,Potted Red Mushroom,0.0,0.0,64,True,default,True,0,0,10453,10453,10453
436,potted_brown_mushroom,Potted Brown Mushroom,0.0,0.0,64,True,default,True,0,0,10454,10454,10454
437,potted_dead_bush,Potted Dead Bush,0.0,0.0,64,True,default,True,0,0,10455,10455,10455
438,potted_cactus,Potted Cactus,0.0,0.0,64,True,default,True,0,0,10456,10456,10456
439,carrots,Carrots,0.0,0.0,64,True,default,True,0,0,10457,10457,10464
440,potatoes,Potatoes,0.0,0.0,64,True,default,True,0,0,10465,10465,10472
441,oak_button,Oak Button,0.5,0.5,64,True,mineable/axe,True,0,0,10482,10473,10496
442,spruce_button,Spruce Button,0.5,0.5,64,True,mineable/axe,True,0,0,10506,10497,10520
443,birch_button,Birch Button,0.5,0.5,64,True,mineable/axe,True,0,0,10530,10521,10544
444,jungle_button,Jungle Button,0.5,0.5,64,True,mineable/axe,True,0,0,10554,10545,10568
445,acacia_button,Acacia Button,0.5,0.5,64,True,mineable/axe,True,0,0,10578,10569,10592
446,cherry_button,Cherry Button,0.5,0.5,64,True,mineable/axe,True,0,0,10602,10593,10616
447,dark_oak_button,Dark Oak Button,0.5,0.5,64,True,mineable/axe,True,0,0,10626,10617,10640
448,pale_oak_button,Pale Oak Button,0.5,0.5,64,True,mineable/axe,True,0,0,10650,10641,10664
449,mangrove_button,Mangrove Button,0.5,0.5,64,True,mineable/axe,True,0,0,10674,10665,10688
450,bamboo_button,Bamboo Button,0.5,0.5,64,True,mineable/axe,True,0,0,10698,10689,10712
451,skeleton_skull,Skeleton Skull,1.0,1.0,64,True,default,True,0,0,10729,10713,10744
452,skeleton_wall_skull,Skeleton Skull,1.0,1.0,64,True,default,False,0,0,10746,10745,10752
453,wither_skeleton_skull,Wither Skeleton Skull,1.0,1.0,64,True,default,True,0,0,10769,10753,10784
454,wither_skeleton_wall_skull,Wither Skeleton Skull,1.0,1.0,64,True,default,False,0,0,10786,10785,10792
455,zombie_head,Zombie Head,1.0,1.0,64,True,default,True,0,0,10809,10793,10824
456,zombie_wall_head,Zombie Head,1.0,1.0,64,True,default,False,0,0,10826,10825,10832
457,player_head,Player Head,1.0,1.0,64,True,default,True,0,0,10849,10833,10864
458,player_wall_head,Player Head,1.0,1.0,64,True,default,False,0,0,10866,10865,10872
459,creeper_head,Creeper Head,1.0,1.0,64,True,default,True,0,0,10889,10873,10904
460,creeper_wall_head,Creeper Head,1.0,1.0,64,True,default,False,0,0,10906,10905,10912
461,dragon_head,Dragon Head,1.0,1.0,64,True,default,True,0,0,10929,10913,10944
462,dragon_wall_head,Dragon Head,1.0,1.0,64,True,default,False,0,0,10946,10945,10952
463,piglin_head,Piglin Head,1.0,1.0,64,True,default,True,0,0,10969,10953,10984
464,piglin_wall_head,Piglin Head,1.0,1.0,64,True,default,False,0,0,10986,10985,10992
465,anvil,Anvil,5.0,1200.0,64,True,mineable/pickaxe,False,0,0,10993,10993,10996
466,chipped_anvil,Chipped Anvil,5.0,1200.0,64,True,mineable/pickaxe,False,0,0,10997,10997,11000
467,damaged_anvil,Damaged Anvil,5.0,1200.0,64,True,mineable/pickaxe,False,0,0,11001,11001,11004
468,trapped_chest,Trapped Chest,2.5,2.5,64,True,mineable/axe,False,0,0,11006,11005,11028
469,light_weighted_pressure_plate,Light Weighted Pressure Plate,0.5,0.5,64,True,mineable/pickaxe,True,0,0,11029,11029,11044
470,heavy_weighted_pressure_plate,Heavy Weighted Pressure Plate,0.5,0.5,64,True,mineable/pickaxe,True,0,0,11045,11045,11060
471,comparator,Redstone Comparator,0.0,0.0,64,True,default,False,0,0,11062,11061,11076
472,daylight_detector,Daylight Detector,0.2,0.2,64,True,mineable/axe,False,0,0,11093,11077,11108
473,redstone_block,Block of Redstone,5.0,6.0,64,True,mineable/pickaxe,False,0,15,11109,11109,11109
474,nether_quartz_ore,Nether Quartz Ore,3.0,3.0,64,True,mineable/pickaxe,False,0,15,11110,11110,11110
475,hopper,Hopper,3.0,4.8,64,True,mineable/pickaxe,True,0,0,11111,11111,11120
476,quartz_block,Block of Quartz,0.8,0.8,64,True,mineable/pickaxe,False,0,15,11121,11121,11121
477,chiseled_quartz_block,Chiseled Quartz Block,0.8,0.8,64,True,mineable/pickaxe,False,0,15,11122,11122,11122
478,quartz_pillar,Quartz Pillar,0.8,0.8,64,True,mineable/pickaxe,False,0,15,11124,11123,11125
479,quartz_stairs,Quartz Stairs,0.8,0.8,64,True,mineable/pickaxe,False,0,0,11137,11126,11205
480,activator_rail,Activator Rail,0.7,0.7,64,True,mineable/pickaxe,True,0,0,11219,11206,11229
481,dropper,Dropper,3.5,3.5,64,True,mineable/pickaxe,False,0,15,11231,11230,11241
482,white_terracotta,White Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11242,11242,11242
483,orange_terracotta,Orange Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11243,11243,11243
484,magenta_terracotta,Magenta Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11244,11244,11244
485,light_blue_terracotta,Light Blue Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11245,11245,11245
486,yellow_terracotta,Yellow Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11246,11246,11246
487,lime_terracotta,Lime Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11247,11247,11247
488,pink_terracotta,Pink Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11248,11248,11248
489,gray_terracotta,Gray Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11249,11249,11249
490,light_gray_terracotta,Light Gray Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11250,11250,11250
491,cyan_terracotta,Cyan Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11251,11251,11251
492,purple_terracotta,Purple Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11252,11252,11252
493,blue_terracotta,Blue Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11253,11253,11253
494,brown_terracotta,Brown Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11254,11254,11254
495,green_terracotta,Green Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11255,11255,11255
496,red_terracotta,Red Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11256,11256,11256
497,black_terracotta,Black Terracotta,1.25,4.2,64,True,mineable/pickaxe,False,0,15,11257,11257,11257
498,white_stained_glass_pane,White Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11289,11258,11289
499,orange_stained_glass_pane,Orange Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11321,11290,11321
500,magenta_stained_glass_pane,Magenta Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11353,11322,11353
501,light_blue_stained_glass_pane,Light Blue Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11385,11354,11385
502,yellow_stained_glass_pane,Yellow Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11417,11386,11417
503,lime_stained_glass_pane,Lime Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11449,11418,11449
504,pink_stained_glass_pane,Pink Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11481,11450,11481
505,gray_stained_glass_pane,Gray Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11513,11482,11513
506,light_gray_stained_glass_pane,Light Gray Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11545,11514,11545
507,cyan_stained_glass_pane,Cyan Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11577,11546,11577
508,purple_stained_glass_pane,Purple Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11609,11578,11609
509,blue_stained_glass_pane,Blue Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11641,11610,11641
510,brown_stained_glass_pane,Brown Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11673,11642,11673
511,green_stained_glass_pane,Green Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11705,11674,11705
512,red_stained_glass_pane,Red Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11737,11706,11737
513,black_stained_glass_pane,Black Stained Glass Pane,0.3,0.3,64,True,default,True,0,0,11769,11738,11769
514,acacia_stairs,Acacia Stairs,2.0,3.0,64,True,mineable/axe,False,0,0,11781,11770,11849
515,cherry_stairs,Cherry Stairs,2.0,3.0,64,True,mineable/axe,False,0,0,11861,11850,11929
516,dark_oak_stairs,Dark Oak Stairs,2.0,3.0,64,True,mineable/axe,False,0,0,11941,11930,12009
517,pale_oak_stairs,Pale Oak Stairs,2.0,3.0,64,True,mineable/axe,False,0,0,12021,12010,12089
518,mangrove_stairs,Mangrove Stairs,2.0,3.0,64,True,mineable/axe,False,0,0,12101,12090,12169
519,bamboo_stairs,Bamboo Stairs,2.0,3.0,64,True,mineable/axe,False,0,0,12181,12170,12249
520,bamboo_mosaic_stairs,Bamboo Mosaic Stairs,2.0,3.0,64,True,mineable/axe,False,0,0,12261,12250,12329
521,slime_block,Slime Block,0.0,0.0,64,True,default,True,0,1,12330,12330,12330
522,barrier,Barrier,-1.0,3600000.8,64,False,default,True,0,0,12332,12331,12332
523,light,Light,-1.0,3600000.8,64,False,default,True,15,0,12364,12333,12364
524,iron_trapdoor,Iron Trapdoor,5.0,5.0,64,True,mineable/pickaxe,True,0,0,12380,12365,12428
525,prismarine,Prismarine,1.5,6.0,64,True,mineable/pickaxe,False,0,15,12429,12429,12429
526,prismarine_bricks,Prismarine Bricks,1.5,6.0,64,True,mineable/pickaxe,False,0,15,12430,12430,12430
527,dark_prismarine,Dark Prismarine,1.5,6.0,64,True,mineable/pickaxe,False,0,15,12431,12431,12431
528,prismarine_stairs,Prismarine Stairs,1.5,6.0,64,True,mineable/pickaxe,False,0,0,12443,12432,12511
529,prismarine_brick_stairs,Prismarine Brick Stairs,1.5,6.0,64,True,mineable/pickaxe,False,0,0,12523,12512,12591
530,dark_prismarine_stairs,Dark Prismarine Stairs,1.5,6.0,64,True,mineable/pickaxe,False,0,0,12603,12592,12671
531,prismarine_slab,Prismarine Slab,1.5,6.0,64,True,mineable/pickaxe,False,0,0,12675,12672,12677
532,prismarine_brick_slab,Prismarine Brick Slab,1.5,6.0,64,True,mineable/pickaxe,False,0,0,12681,12678,12683
533,dark_prismarine_slab,Dark Prismarine Slab,1.5,6.0,64,True,mineable/pickaxe,False,0,0,12687,12684,12689
