recipe_id,result_item,result_count,recipe_type,ingredients,num_distinct_ingredients
507,golden_sword,1,shaped,gold_ingot; stick,2
508,granite_slab,6,shaped,granite,1
509,granite_stairs,4,shaped,granite,1
510,granite_wall,6,shaped,granite,1
511,gray_banner,1,shaped,gray_wool; stick,2
512,gray_bed,1,shaped,cherry_planks; gray_wool,2
513,gray_bed,1,shaped,bamboo_planks; gray_wool,2
514,gray_bed,1,shaped,mangrove_planks; gray_wool,2
515,gray_bed,1,shaped,warped_planks; gray_wool,2
516,gray_bed,1,shaped,crimson_planks; gray_wool,2
517,gray_bed,1,shaped,pale_oak_planks; gray_wool,2
518,gray_bed,1,shaped,dark_oak_planks; gray_wool,2
519,gray_bed,1,shaped,acacia_planks; gray_wool,2
520,gray_bed,1,shaped,jungle_planks; gray_wool,2
521,gray_bed,1,shaped,birch_planks; gray_wool,2
522,gray_bed,1,shaped,spruce_planks; gray_wool,2
523,gray_bed,1,shaped,oak_planks; gray_wool,2
524,gray_bed,1,shapeless,gray_dye; black_bed,2
525,gray_carpet,3,shaped,gray_wool,1
526,gray_carpet,1,shapeless,black_carpet; gray_dye,2
527,gray_harness,1,shaped,glass; gray_wool; leather,3
528,gray_harness,1,shapeless,black_harness; gray_dye,2
529,gray_stained_glass,8,shaped,glass; gray_dye,2
530,gray_stained_glass_pane,16,shaped,gray_stained_glass,1
531,gray_stained_glass_pane,8,shaped,glass_pane; gray_dye,2
532,gray_terracotta,8,shaped,terracotta; gray_dye,2
533,green_banner,1,shaped,green_wool; stick,2
534,green_bed,1,shaped,cherry_planks; green_wool,2
535,green_bed,1,shaped,bamboo_planks; green_wool,2
536,green_bed,1,shaped,mangrove_planks; green_wool,2
537,green_bed,1,shaped,warped_planks; green_wool,2
538,green_bed,1,shaped,crimson_planks; green_wool,2
539,green_bed,1,shaped,pale_oak_planks; green_wool,2
540,green_bed,1,shaped,dark_oak_planks; green_wool,2
541,green_bed,1,shaped,acacia_planks; green_wool,2
542,green_bed,1,shaped,jungle_planks; green_wool,2
543,green_bed,1,shaped,birch_planks; green_wool,2
544,green_bed,1,shaped,spruce_planks; green_wool,2
545,green_bed,1,shaped,oak_planks; green_wool,2
546,green_bed,1,shapeless,green_dye; black_bed,2
547,green_carpet,3,shaped,green_wool,1
548,green_carpet,1,shapeless,black_carpet; green_dye,2
549,green_harness,1,shaped,glass; green_wool; leather,3
550,green_harness,1,shapeless,black_harness; green_dye,2
551,green_stained_glass,8,shaped,glass; green_dye,2
552,green_stained_glass_pane,16,shaped,green_stained_glass,1
553,green_stained_glass_pane,8,shaped,glass_pane; green_dye,2
554,green_terracotta,8,shaped,terracotta; green_dye,2
555,grindstone,1,shaped,cherry_planks; stone_slab; stick,3
556,grindstone,1,shaped,bamboo_planks; stone_slab; stick,3
557,grindstone,1,shaped,mangrove_planks; stone_slab; stick,3
558,grindstone,1,shaped,warped_planks; stone_slab; stick,3
559,grindstone,1,shaped,crimson_planks; stone_slab; stick,3
560,grindstone,1,shaped,pale_oak_planks; stone_slab; stick,3
561,grindstone,1,shaped,dark_oak_planks; stone_slab; stick,3
562,grindstone,1,shaped,acacia_planks; stone_slab; stick,3
563,grindstone,1,shaped,jungle_planks; stone_slab; stick,3
564,grindstone,1,shaped,birch_planks; stone_slab; stick,3
565,grindstone,1,shaped,spruce_planks; stone_slab; stick,3
566,grindstone,1,shaped,oak_planks; stone_slab; stick,3
567,heavy_weighted_pressure_plate,1,shaped,iron_ingot,1
568,honey_block,1,shaped,honey_bottle,1
569,honeycomb_block,1,shaped,honeycomb,1
570,hopper,1,shaped,chest; iron_ingot,2
571,host_armor_trim_smithing_template,2,shaped,terracotta; diamond; host_armor_trim_smithing_template,3
572,iron_axe,1,shaped,iron_ingot; stick,2
573,iron_bars,16,shaped,iron_ingot,1
574,iron_block,1,shaped,iron_ingot,1
575,iron_boots,1,shaped,iron_ingot,1
576,iron_chain,1,shaped,iron_ingot; iron_nugget,2
577,iron_chestplate,1,shaped,iron_ingot,1
578,iron_door,3,shaped,iron_ingot,1
579,iron_helmet,1,shaped,iron_ingot,1
580,iron_hoe,1,shaped,iron_ingot; stick,2
581,iron_ingot,1,shaped,iron_nugget,1
582,iron_ingot,9,shapeless,iron_block,1
583,iron_leggings,1,shaped,iron_ingot,1
584,iron_pickaxe,1,shaped,iron_ingot; stick,2
585,iron_shovel,1,shaped,iron_ingot; stick,2
586,iron_spear,1,shaped,iron_ingot; stick,2
587,iron_sword,1,shaped,iron_ingot; stick,2
588,iron_trapdoor,1,shaped,iron_ingot,1
589,item_frame,1,shaped,stick; leather,2
590,jack_o_lantern,1,shaped,torch; carved_pumpkin,2
591,jukebox,1,shaped,cherry_planks; diamond,2
592,jukebox,1,shaped,bamboo_planks; diamond,2
593,jukebox,1,shaped,mangrove_planks; diamond,2
594,jukebox,1,shaped,warped_planks; diamond,2
595,jukebox,1,shaped,crimson_planks; diamond,2
596,jukebox,1,shaped,pale_oak_planks; diamond,2
597,jukebox,1,shaped,dark_oak_planks; diamond,2
598,jukebox,1,shaped,acacia_planks; diamond,2
599,jukebox,1,shaped,jungle_planks; diamond,2
600,jukebox,1,shaped,birch_planks; diamond,2
601,jukebox,1,shaped,spruce_planks; diamond,2
602,jukebox,1,shaped,oak_planks; diamond,2
603,jungle_boat,1,shaped,jungle_planks,1
604,jungle_door,3,shaped,jungle_planks,1
605,jungle_fence,3,shaped,jungle_planks; stick,2
606,jungle_fence_gate,1,shaped,jungle_planks; stick,2
607,jungle_hanging_sign,6,shaped,stripped_jungle_log; iron_chain,2
608,jungle_pressure_plate,1,shaped,jungle_planks,1
609,jungle_shelf,6,shaped,stripped_jungle_log,1
610,jungle_sign,3,shaped,jungle_planks; stick,2
611,jungle_slab,6,shaped,jungle_planks,1
612,jungle_stairs,4,shaped,jungle_planks,1
613,jungle_trapdoor,2,shaped,jungle_planks,1
614,jungle_wood,3,shaped,jungle_log,1
615,ladder,3,shaped,stick,1
616,lantern,1,shaped,torch; iron_nugget,2
617,lapis_block,1,shaped,lapis_lazuli,1
618,lead,2,shaped,string,1
619,leather,1,shaped,rabbit_hide,1
620,leather_boots,1,shaped,leather,1
621,leather_chestplate,1,shaped,leather,1
622,leather_helmet,1,shaped,leather,1
623,leather_horse_armor,1,shaped,leather,1
624,leather_leggings,1,shaped,leather,1
625,lectern,1,shaped,cherry_slab; bookshelf,2
626,lectern,1,shaped,bamboo_slab; bookshelf,2
627,lectern,1,shaped,mangrove_slab; bookshelf,2
628,lectern,1,shaped,warped_slab; bookshelf,2
629,lectern,1,shaped,crimson_slab; bookshelf,2
630,lectern,1,shaped,pale_oak_slab; bookshelf,2
631,lectern,1,shaped,dark_oak_slab; bookshelf,2
632,lectern,1,shaped,acacia_slab; bookshelf,2
633,lectern,1,shaped,jungle_slab; bookshelf,2
634,lectern,1,shaped,birch_slab; bookshelf,2
635,lectern,1,shaped,spruce_slab; bookshelf,2
636,lectern,1,shaped,oak_slab; bookshelf,2
637,lever,1,shaped,cobblestone; stick,2
638,light_blue_banner,1,shaped,light_blue_wool; stick,2
639,light_blue_bed,1,shaped,cherry_planks; light_blue_wool,2
640,light_blue_bed,1,shaped,bamboo_planks; light_blue_wool,2
641,light_blue_bed,1,shaped,mangrove_planks; light_blue_wool,2
642,light_blue_bed,1,shaped,warped_planks; light_blue_wool,2
643,light_blue_bed,1,shaped,crimson_planks; light_blue_wool,2
644,light_blue_bed,1,shaped,pale_oak_planks; light_blue_wool,2
645,light_blue_bed,1,shaped,dark_oak_planks; light_blue_wool,2
646,light_blue_bed,1,shaped,acacia_planks; light_blue_wool,2
647,light_blue_bed,1,shaped,jungle_planks; light_blue_wool,2
648,light_blue_bed,1,shaped,birch_planks; light_blue_wool,2
649,light_blue_bed,1,shaped,spruce_planks; light_blue_wool,2
650,light_blue_bed,1,shaped,oak_planks; light_blue_wool,2
651,light_blue_bed,1,shapeless,light_blue_dye; black_bed,2
652,light_blue_carpet,3,shaped,light_blue_wool,1
653,light_blue_carpet,1,shapeless,black_carpet; light_blue_dye,2
654,light_blue_harness,1,shaped,glass; light_blue_wool; leather,3
655,light_blue_harness,1,shapeless,black_harness; light_blue_dye,2
656,light_blue_stained_glass,8,shaped,glass; light_blue_dye,2
657,light_blue_stained_glass_pane,16,shaped,light_blue_stained_glass,1
658,light_blue_stained_glass_pane,8,shaped,glass_pane; light_blue_dye,2
659,light_blue_terracotta,8,shaped,terracotta; light_blue_dye,2
660,light_gray_banner,1,shaped,light_gray_wool; stick,2
661,light_gray_bed,1,shaped,cherry_planks; light_gray_wool,2
662,light_gray_bed,1,shaped,bamboo_planks; light_gray_wool,2
663,light_gray_bed,1,shaped,mangrove_planks; light_gray_wool,2
664,light_gray_bed,1,shaped,warped_planks; light_gray_wool,2
665,light_gray_bed,1,shaped,crimson_planks; light_gray_wool,2
666,light_gray_bed,1,shaped,pale_oak_planks; light_gray_wool,2
667,light_gray_bed,1,shaped,dark_oak_planks; light_gray_wool,2
668,light_gray_bed,1,shaped,acacia_planks; light_gray_wool,2
669,light_gray_bed,1,shaped,jungle_planks; light_gray_wool,2
670,light_gray_bed,1,shaped,birch_planks; light_gray_wool,2
671,light_gray_bed,1,shaped,spruce_planks; light_gray_wool,2
672,light_gray_bed,1,shaped,oak_planks; light_gray_wool,2
673,light_gray_bed,1,shapeless,light_gray_dye; black_bed,2
674,light_gray_carpet,3,shaped,light_gray_wool,1
675,light_gray_carpet,1,shapeless,black_carpet; light_gray_dye,2
676,light_gray_harness,1,shaped,glass; light_gray_wool; leather,3
677,light_gray_harness,1,shapeless,black_harness; light_gray_dye,2
678,light_gray_stained_glass,8,shaped,glass; light_gray_dye,2
679,light_gray_stained_glass_pane,16,shaped,light_gray_stained_glass,1
680,light_gray_stained_glass_pane,8,shaped,glass_pane; light_gray_dye,2
681,light_gray_terracotta,8,shaped,terracotta; light_gray_dye,2
682,light_weighted_pressure_plate,1,shaped,gold_ingot,1
683,lightning_rod,1,shaped,copper_ingot,1
684,lime_banner,1,shaped,lime_wool; stick,2
685,lime_bed,1,shaped,cherry_planks; lime_wool,2
686,lime_bed,1,shaped,bamboo_planks; lime_wool,2
687,lime_bed,1,shaped,mangrove_planks; lime_wool,2
688,lime_bed,1,shaped,warped_planks; lime_wool,2
689,lime_bed,1,shaped,crimson_planks; lime_wool,2
690,lime_bed,1,shaped,pale_oak_planks; lime_wool,2
691,lime_bed,1,shaped,dark_oak_planks; lime_wool,2
692,lime_bed,1,shaped,acacia_planks; lime_wool,2
693,lime_bed,1,shaped,jungle_planks; lime_wool,2
694,lime_bed,1,shaped,birch_planks; lime_wool,2
695,lime_bed,1,shaped,spruce_planks; lime_wool,2
696,lime_bed,1,shaped,oak_planks; lime_wool,2
697,lime_bed,1,shapeless,lime_dye; black_bed,2
698,lime_carpet,3,shaped,lime_wool,1
699,lime_carpet,1,shapeless,black_carpet; lime_dye,2
700,lime_harness,1,shaped,glass; lime_wool; leather,3
701,lime_harness,1,shapeless,black_harness; lime_dye,2
702,lime_stained_glass,8,shaped,glass; lime_dye,2
703,lime_stained_glass_pane,16,shaped,lime_stained_glass,1
704,lime_stained_glass_pane,8,shaped,glass_pane; lime_dye,2
705,lime_terracotta,8,shaped,terracotta; lime_dye,2
706,lodestone,1,shaped,chiseled_stone_bricks; iron_ingot,2
707,loom,1,shaped,cherry_planks; string,2
708,loom,1,shaped,bamboo_planks; string,2
709,loom,1,shaped,mangrove_planks; string,2
710,loom,1,shaped,warped_planks; string,2
711,loom,1,shaped,crimson_planks; string,2
712,loom,1,shaped,pale_oak_planks; string,2
713,loom,1,shaped,dark_oak_planks; string,2
714,loom,1,shaped,acacia_planks; string,2
715,loom,1,shaped,jungle_planks; string,2
716,loom,1,shaped,birch_planks; string,2
717,loom,1,shaped,spruce_planks; string,2
718,loom,1,shaped,oak_planks; string,2
719,mace,1,shaped,heavy_core; breeze_rod,2
720,magenta_banner,1,shaped,magenta_wool; stick,2
721,magenta_bed,1,shaped,cherry_planks; magenta_wool,2
722,magenta_bed,1,shaped,bamboo_planks; magenta_wool,2
723,magenta_bed,1,shaped,mangrove_planks; magenta_wool,2
724,magenta_bed,1,shaped,warped_planks; magenta_wool,2
725,magenta_bed,1,shaped,crimson_planks; magenta_wool,2
726,magenta_bed,1,shaped,pale_oak_planks; magenta_wool,2
727,magenta_bed,1,shaped,dark_oak_planks; magenta_wool,2
728,magenta_bed,1,shaped,acacia_planks; magenta_wool,2
729,magenta_bed,1,shaped,jungle_planks; magenta_wool,2
730,magenta_bed,1,shaped,birch_planks; magenta_wool,2
731,magenta_bed,1,shaped,spruce_planks; magenta_wool,2
732,magenta_bed,1,shaped,oak_planks; magenta_wool,2
733,magenta_bed,1,shapeless,magenta_dye; black_bed,2
734,magenta_carpet,3,shaped,magenta_wool,1
735,magenta_carpet,1,shapeless,black_carpet; magenta_dye,2
736,magenta_harness,1,shaped,glass; magenta_wool; leather,3
737,magenta_harness,1,shapeless,black_harness; magenta_dye,2
738,magenta_stained_glass,8,shaped,glass; magenta_dye,2
739,magenta_stained_glass_pane,16,shaped,magenta_stained_glass,1
740,magenta_stained_glass_pane,8,shaped,glass_pane; magenta_dye,2
741,magenta_terracotta,8,shaped,terracotta; magenta_dye,2
742,magma_block,1,shaped,magma_cream,1
743,mangrove_boat,1,shaped,mangrove_planks,1
744,mangrove_door,3,shaped,mangrove_planks,1
745,mangrove_fence,3,shaped,mangrove_planks; stick,2
746,mangrove_fence_gate,1,shaped,mangrove_planks; stick,2
747,mangrove_hanging_sign,6,shaped,stripped_mangrove_log; iron_chain,2
748,mangrove_pressure_plate,1,shaped,mangrove_planks,1
749,mangrove_shelf,6,shaped,stripped_mangrove_log,1
750,mangrove_sign,3,shaped,mangrove_planks; stick,2
751,mangrove_slab,6,shaped,mangrove_planks,1
752,mangrove_stairs,4,shaped,mangrove_planks,1
753,mangrove_trapdoor,2,shaped,mangrove_planks,1
754,mangrove_wood,3,shaped,mangrove_log,1
755,map,1,shaped,paper; compass,2
756,air,0,shaped,paper; filled_map,2
757,minecart,1,shaped,iron_ingot,1
758,moss_carpet,3,shaped,moss_block,1
759,mossy_cobblestone_slab,6,shaped,mossy_cobblestone,1
760,mossy_cobblestone_stairs,4,shaped,mossy_cobblestone,1
761,mossy_cobblestone_wall,6,shaped,mossy_cobblestone,1
762,mossy_stone_brick_slab,6,shaped,mossy_stone_bricks,1
763,mossy_stone_brick_stairs,4,shaped,mossy_stone_bricks,1
764,mossy_stone_brick_wall,6,shaped,mossy_stone_bricks,1
765,mud_brick_slab,6,shaped,mud_bricks,1
766,mud_brick_stairs,4,shaped,mud_bricks,1
767,mud_brick_wall,6,shaped,mud_bricks,1
768,mud_bricks,4,shaped,packed_mud,1
769,nether_brick_fence,6,shaped,nether_bricks; nether_brick,2
770,nether_brick_slab,6,shaped,nether_bricks,1
771,nether_brick_stairs,4,shaped,nether_bricks,1
772,nether_brick_wall,6,shaped,nether_bricks,1
773,nether_bricks,1,shaped,nether_brick,1
774,netherite_block,1,shaped,netherite_ingot,1
775,netherite_upgrade_smithing_template,2,shaped,netherrack; diamond; netherite_upgrade_smithing_template,3
776,note_block,1,shaped,cherry_planks; redstone,2
777,note_block,1,shaped,bamboo_planks; redstone,2
778,note_block,1,shaped,mangrove_planks; redstone,2
779,note_block,1,shaped,warped_planks; redstone,2
780,note_block,1,shaped,crimson_planks; redstone,2
781,note_block,1,shaped,pale_oak_planks; redstone,2
782,note_block,1,shaped,dark_oak_planks; redstone,2
783,note_block,1,shaped,acacia_planks; redstone,2
784,note_block,1,shaped,jungle_planks; redstone,2
785,note_block,1,shaped,birch_planks; redstone,2
786,note_block,1,shaped,spruce_planks; redstone,2
787,note_block,1,shaped,oak_planks; redstone,2
788,oak_boat,1,shaped,oak_planks,1
789,oak_door,3,shaped,oak_planks,1
790,oak_fence,3,shaped,oak_planks; stick,2
791,oak_fence_gate,1,shaped,oak_planks; stick,2
792,oak_hanging_sign,6,shaped,stripped_oak_log; iron_chain,2
793,oak_pressure_plate,1,shaped,oak_planks,1
794,oak_shelf,6,shaped,stripped_oak_log,1
795,oak_sign,3,shaped,oak_planks; stick,2
796,oak_slab,6,shaped,oak_planks,1
797,oak_stairs,4,shaped,oak_planks,1
798,oak_trapdoor,2,shaped,oak_planks,1
799,oak_wood,3,shaped,oak_log,1
800,observer,1,shaped,cobblestone; redstone; quartz,3
801,orange_banner,1,shaped,orange_wool; stick,2
802,orange_bed,1,shaped,cherry_planks; orange_wool,2
803,orange_bed,1,shaped,bamboo_planks; orange_wool,2
804,orange_bed,1,shaped,mangrove_planks; orange_wool,2
805,orange_bed,1,shaped,warped_planks; orange_wool,2
806,orange_bed,1,shaped,crimson_planks; orange_wool,2
807,orange_bed,1,shaped,pale_oak_planks; orange_wool,2
808,orange_bed,1,shaped,dark_oak_planks; orange_wool,2
809,orange_bed,1,shaped,acacia_planks; orange_wool,2
810,orange_bed,1,shaped,jungle_planks; orange_wool,2
811,orange_bed,1,shaped,birch_planks; orange_wool,2
812,orange_bed,1,shaped,spruce_planks; orange_wool,2
813,orange_bed,1,shaped,oak_planks; orange_wool,2
814,orange_bed,1,shapeless,orange_dye; black_bed,2
815,orange_carpet,3,shaped,orange_wool,1
816,orange_carpet,1,shapeless,black_carpet; orange_dye,2
817,orange_harness,1,shaped,glass; orange_wool; leather,3
818,orange_harness,1,shapeless,black_harness; orange_dye,2
819,orange_stained_glass,8,shaped,glass; orange_dye,2
820,orange_stained_glass_pane,16,shaped,orange_stained_glass,1
821,orange_stained_glass_pane,8,shaped,glass_pane; orange_dye,2
822,orange_terracotta,8,shaped,terracotta; orange_dye,2
823,oxidized_chiseled_copper,1,shaped,oxidized_cut_copper_slab,1
824,oxidized_copper_bulb,4,shaped,oxidized_copper; redstone; blaze_rod,3
825,oxidized_copper_grate,4,shaped,oxidized_copper,1
826,oxidized_cut_copper,4,shaped,oxidized_copper,1
827,oxidized_cut_copper_slab,6,shaped,oxidized_cut_copper,1
828,oxidized_cut_copper_stairs,4,shaped,oxidized_cut_copper,1
829,painting,1,shaped,black_wool; stick,2
830,painting,1,shaped,red_wool; stick,2
831,painting,1,shaped,green_wool; stick,2
832,painting,1,shaped,brown_wool; stick,2
833,painting,1,shaped,blue_wool; stick,2
834,painting,1,shaped,purple_wool; stick,2
835,painting,1,shaped,cyan_wool; stick,2
836,painting,1,shaped,light_gray_wool; stick,2
837,painting,1,shaped,gray_wool; stick,2
838,painting,1,shaped,pink_wool; stick,2
839,painting,1,shaped,lime_wool; stick,2
840,painting,1,shaped,yellow_wool; stick,2
841,painting,1,shaped,light_blue_wool; stick,2
842,painting,1,shaped,magenta_wool; stick,2
843,painting,1,shaped,orange_wool; stick,2
844,painting,1,shaped,white_wool; stick,2
845,pale_moss_carpet,3,shaped,pale_moss_block,1
846,pale_oak_boat,1,shaped,pale_oak_planks,1
847,pale_oak_door,3,shaped,pale_oak_planks,1
848,pale_oak_fence,3,shaped,pale_oak_planks; stick,2
849,pale_oak_fence_gate,1,shaped,pale_oak_planks; stick,2
850,pale_oak_hanging_sign,6,shaped,stripped_pale_oak_log; iron_chain,2
851,pale_oak_pressure_plate,1,shaped,pale_oak_planks,1
852,pale_oak_shelf,6,shaped,stripped_pale_oak_log,1
853,pale_oak_sign,3,shaped,pale_oak_planks; stick,2
854,pale_oak_slab,6,shaped,pale_oak_planks,1
855,pale_oak_stairs,4,shaped,pale_oak_planks,1
856,pale_oak_trapdoor,2,shaped,pale_oak_planks,1
857,pale_oak_wood,3,shaped,pale_oak_log,1
858,paper,3,shaped,sugar_cane,1
859,pink_banner,1,shaped,pink_wool; stick,2
860,pink_bed,1,shaped,cherry_planks; pink_wool,2
861,pink_bed,1,shaped,bamboo_planks; pink_wool,2
862,pink_bed,1,shaped,mangrove_planks; pink_wool,2
863,pink_bed,1,shaped,warped_planks; pink_wool,2
864,pink_bed,1,shaped,crimson_planks; pink_wool,2
865,pink_bed,1,shaped,pale_oak_planks; pink_wool,2
866,pink_bed,1,shaped,dark_oak_planks; pink_wool,2
867,pink_bed,1,shaped,acacia_planks; pink_wool,2
868,pink_bed,1,shaped,jungle_planks; pink_wool,2
869,pink_bed,1,shaped,birch_planks; pink_wool,2
870,pink_bed,1,shaped,spruce_planks; pink_wool,2
871,pink_bed,1,shaped,oak_planks; pink_wool,2
872,pink_bed,1,shapeless,pink_dye; black_bed,2
873,pink_carpet,3,shaped,pink_wool,1
874,pink_carpet,1,shapeless,black_carpet; pink_dye,2
875,pink_harness,1,shaped,glass; pink_wool; leather,3
876,pink_harness,1,shapeless,black_harness; pink_dye,2
877,pink_stained_glass,8,shaped,glass; pink_dye,2
878,pink_stained_glass_pane,16,shaped,pink_stained_glass,1
879,pink_stained_glass_pane,8,shaped,glass_pane; pink_dye,2
880,pink_terracotta,8,shaped,terracotta; pink_dye,2
881,piston,1,shaped,cobblestone; cherry_planks; redstone; iron_ingot,4
882,piston,1,shaped,cobblestone; bamboo_planks; redstone; iron_ingot,4
883,piston,1,shaped,cobblestone; mangrove_planks; redstone; iron_ingot,4
884,piston,1,shaped,cobblestone; warped_planks; redstone; iron_ingot,4
885,piston,1,shaped,cobblestone; crimson_planks; redstone; iron_ingot,4
886,piston,1,shaped,cobblestone; pale_oak_planks; redstone; iron_ingot,4
887,piston,1,shaped,cobblestone; dark_oak_planks; redstone; iron_ingot,4
888,piston,1,shaped,cobblestone; acacia_planks; redstone; iron_ingot,4
889,piston,1,shaped,cobblestone; jungle_planks; redstone; iron_ingot,4
890,piston,1,shaped,cobblestone; birch_planks; redstone; iron_ingot,4
891,piston,1,shaped,cobblestone; spruce_planks; redstone; iron_ingot,4
892,piston,1,shaped,cobblestone; oak_planks; redstone; iron_ingot,4
893,polished_andesite,4,shaped,andesite,1
894,polished_andesite_slab,6,shaped,polished_andesite,1
895,polished_andesite_stairs,4,shaped,polished_andesite,1
896,polished_basalt,4,shaped,basalt,1
897,polished_blackstone,4,shaped,blackstone,1
898,polished_blackstone_brick_slab,6,shaped,polished_blackstone_bricks,1
899,polished_blackstone_brick_stairs,4,shaped,polished_blackstone_bricks,1
900,polished_blackstone_brick_wall,6,shaped,polished_blackstone_bricks,1
901,polished_blackstone_bricks,4,shaped,polished_blackstone,1
902,polished_blackstone_pressure_plate,1,shaped,polished_blackstone,1
903,polished_blackstone_slab,6,shaped,polished_blackstone,1
904,polished_blackstone_stairs,4,shaped,polished_blackstone,1
905,polished_blackstone_wall,6,shaped,polished_blackstone,1
906,polished_deepslate,4,shaped,cobbled_deepslate,1
907,polished_deepslate_slab,6,shaped,polished_deepslate,1
908,polished_deepslate_stairs,4,shaped,polished_deepslate,1
909,polished_deepslate_wall,6,shaped,polished_deepslate,1
910,polished_diorite,4,shaped,diorite,1
911,polished_diorite_slab,6,shaped,polished_diorite,1
912,polished_diorite_stairs,4,shaped,polished_diorite,1
913,polished_granite,4,shaped,granite,1
914,polished_granite_slab,6,shaped,polished_granite,1
915,polished_granite_stairs,4,shaped,polished_granite,1
916,polished_tuff,4,shaped,tuff,1
917,polished_tuff_slab,6,shaped,polished_tuff,1
918,polished_tuff_stairs,4,shaped,polished_tuff,1
919,polished_tuff_wall,6,shaped,polished_tuff,1
920,powered_rail,6,shaped,redstone; gold_ingot; stick,3
921,prismarine,1,shaped,prismarine_shard,1
922,prismarine_brick_slab,6,shaped,prismarine_bricks,1
923,prismarine_brick_stairs,4,shaped,prismarine_bricks,1
924,prismarine_slab,6,shaped,prismarine,1
925,prismarine_stairs,4,shaped,prismarine,1
926,prismarine_wall,6,shaped,prismarine,1
927,purple_banner,1,shaped,purple_wool; stick,2
928,purple_bed,1,shaped,cherry_planks; purple_wool,2
929,purple_bed,1,shaped,bamboo_planks; purple_wool,2
930,purple_bed,1,shaped,mangrove_planks; purple_wool,2
931,purple_bed,1,shaped,warped_planks; purple_wool,2
932,purple_bed,1,shaped,crimson_planks; purple_wool,2
933,purple_bed,1,shaped,pale_oak_planks; purple_wool,2
934,purple_bed,1,shaped,dark_oak_planks; purple_wool,2
935,purple_bed,1,shaped,acacia_planks; purple_wool,2
936,purple_bed,1,shaped,jungle_planks; purple_wool,2
937,purple_bed,1,shaped,birch_planks; purple_wool,2
938,purple_bed,1,shaped,spruce_planks; purple_wool,2
939,purple_bed,1,shaped,oak_planks; purple_wool,2
940,purple_bed,1,shapeless,purple_dye; black_bed,2
941,purple_carpet,3,shaped,purple_wool,1
942,purple_carpet,1,shapeless,black_carpet; purple_dye,2
943,purple_harness,1,shaped,glass; purple_wool; leather,3
944,purple_harness,1,shapeless,black_harness; purple_dye,2
945,purple_stained_glass,8,shaped,glass; purple_dye,2
946,purple_stained_glass_pane,16,shaped,purple_stained_glass,1
947,purple_stained_glass_pane,8,shaped,glass_pane; purple_dye,2
948,purple_terracotta,8,shaped,terracotta; purple_dye,2
949,purpur_block,4,shaped,popped_chorus_fruit,1
950,purpur_pillar,1,shaped,purpur_slab,1
951,purpur_slab,6,shaped,purpur_pillar,1
952,purpur_slab,6,shaped,purpur_block,1
953,purpur_stairs,4,shaped,purpur_pillar,1
954,purpur_stairs,4,shaped,purpur_block,1
955,quartz_block,1,shaped,quartz,1
956,quartz_bricks,4,shaped,quartz_block,1
957,quartz_pillar,2,shaped,quartz_block,1
958,quartz_slab,6,shaped,quartz_pillar,1
959,quartz_slab,6,shaped,quartz_block,1
960,quartz_slab,6,shaped,chiseled_quartz_block,1
961,quartz_stairs,4,shaped,quartz_pillar,1
962,quartz_stairs,4,shaped,quartz_block,1
963,quartz_stairs,4,shaped,chiseled_quartz_block,1
964,rail,16,shaped,iron_ingot; stick,2
965,raiser_armor_trim_smithing_template,2,shaped,terracotta; diamond; raiser_armor_trim_smithing_template,3
966,raw_copper_block,1,shaped,raw_copper,1
967,raw_gold_block,1,shaped,raw_gold,1
968,raw_iron_block,1,shaped,raw_iron,1
969,recovery_compass,1,shaped,compass; echo_shard,2
970,red_banner,1,shaped,red_wool; stick,2
971,red_bed,1,shaped,cherry_planks; red_wool,2
972,red_bed,1,shaped,bamboo_planks; red_wool,2
973,red_bed,1,shaped,mangrove_planks; red_wool,2
974,red_bed,1,shaped,warped_planks; red_wool,2
975,red_bed,1,shaped,crimson_planks; red_wool,2
976,red_bed,1,shaped,pale_oak_planks; red_wool,2
977,red_bed,1,shaped,dark_oak_planks; red_wool,2
978,red_bed,1,shaped,acacia_planks; red_wool,2
979,red_bed,1,shaped,jungle_planks; red_wool,2
980,red_bed,1,shaped,birch_planks; red_wool,2
981,red_bed,1,shaped,spruce_planks; red_wool,2
982,red_bed,1,shaped,oak_planks; red_wool,2
983,red_bed,1,shapeless,red_dye; black_bed,2
984,red_carpet,3,shaped,red_wool,1
985,red_carpet,1,shapeless,black_carpet; red_dye,2
986,red_harness,1,shaped,glass; red_wool; leather,3
987,red_harness,1,shapeless,black_harness; red_dye,2
988,red_nether_brick_slab,6,shaped,red_nether_bricks,1
989,red_nether_brick_stairs,4,shaped,red_nether_bricks,1
990,red_nether_brick_wall,6,shaped,red_nether_bricks,1
991,red_nether_bricks,1,shaped,nether_wart; nether_brick,2
992,red_sandstone,1,shaped,red_sand,1
993,red_sandstone_slab,6,shaped,chiseled_red_sandstone,1
994,red_sandstone_slab,6,shaped,red_sandstone,1
995,red_sandstone_stairs,4,shaped,cut_red_sandstone,1
996,red_sandstone_stairs,4,shaped,chiseled_red_sandstone,1
997,red_sandstone_stairs,4,shaped,red_sandstone,1
998,red_sandstone_wall,6,shaped,red_sandstone,1
999,red_stained_glass,8,shaped,glass; red_dye,2
1000,red_stained_glass_pane,16,shaped,red_stained_glass,1
1001,red_stained_glass_pane,8,shaped,glass_pane; red_dye,2
1002,red_terracotta,8,shaped,terracotta; red_dye,2
