item_id,name,display_name,stack_size
640,purple_concrete_powder,Purple Concrete Powder,64
641,blue_concrete_powder,Blue Concrete Powder,64
642,brown_concrete_powder,Brown Concrete Powder,64
643,green_concrete_powder,Green Concrete Powder,64
644,red_concrete_powder,Red Concrete Powder,64
645,black_concrete_powder,Black Concrete Powder,64
646,turtle_egg,Turtle Egg,64
647,sniffer_egg,Sniffer Egg,64
648,dried_ghast,Dried Ghast,64
649,dead_tube_coral_block,Dead Tube Coral Block,64
650,dead_brain_coral_block,Dead Brain Coral Block,64
651,dead_bubble_coral_block,Dead Bubble Coral Block,64
652,dead_fire_coral_block,Dead Fire Coral Block,64
653,dead_horn_coral_block,Dead Horn Coral Block,64
654,tube_coral_block,Tube Coral Block,64
655,brain_coral_block,Brain Coral Block,64
656,bubble_coral_block,Bubble Coral Block,64
657,fire_coral_block,Fire Coral Block,64
658,horn_coral_block,Horn Coral Block,64
659,tube_coral,Tube Coral,64
660,brain_coral,Brain Coral,64
661,bubble_coral,Bubble Coral,64
662,fire_coral,Fire Coral,64
663,horn_coral,Horn Coral,64
664,dead_brain_coral,Dead Brain Coral,64
665,dead_bubble_coral,Dead Bubble Coral,64
666,dead_fire_coral,Dead Fire Coral,64
667,dead_horn_coral,Dead Horn Coral,64
668,dead_tube_coral,Dead Tube Coral,64
669,tube_coral_fan,Tube Coral Fan,64
670,brain_coral_fan,Brain Coral Fan,64
671,bubble_coral_fan,Bubble Coral Fan,64
672,fire_coral_fan,Fire Coral Fan,64
673,horn_coral_fan,Horn Coral Fan,64
674,dead_tube_coral_fan,Dead Tube Coral Fan,64
675,dead_brain_coral_fan,Dead Brain Coral Fan,64
676,dead_bubble_coral_fan,Dead Bubble Coral Fan,64
677,dead_fire_coral_fan,Dead Fire Coral Fan,64
678,dead_horn_coral_fan,Dead Horn Coral Fan,64
679,blue_ice,Blue Ice,64
680,conduit,Conduit,64
681,polished_granite_stairs,Polished Granite Stairs,64
682,smooth_red_sandstone_stairs,Smooth Red Sandstone Stairs,64
683,mossy_stone_brick_stairs,Mossy Stone Brick Stairs,64
684,polished_diorite_stairs,Polished Diorite Stairs,64
685,mossy_cobblestone_stairs,Mossy Cobblestone Stairs,64
686,end_stone_brick_stairs,End Stone Brick Stairs,64
687,stone_stairs,Stone Stairs,64
688,smooth_sandstone_stairs,Smooth Sandstone Stairs,64
689,smooth_quartz_stairs,Smooth Quartz Stairs,64
690,granite_stairs,Granite Stairs,64
691,andesite_stairs,Andesite Stairs,64
692,red_nether_brick_stairs,Red Nether Brick Stairs,64
693,polished_andesite_stairs,Polished Andesite Stairs,64
694,diorite_stairs,Diorite Stairs,64
695,cobbled_deepslate_stairs,Cobbled Deepslate Stairs,64
696,polished_deepslate_stairs,Polished Deepslate Stairs,64
697,deepslate_brick_stairs,Deepslate Brick Stairs,64
698,deepslate_tile_stairs,Deepslate Tile Stairs,64
699,polished_granite_slab,Polished Granite Slab,64
700,smooth_red_sandstone_slab,Smooth Red Sandstone Slab,64
701,mossy_stone_brick_slab,Mossy Stone Brick Slab,64
702,polished_diorite_slab,Polished Diorite Slab,64
703,mossy_cobblestone_slab,Mossy Cobblestone Slab,64
704,end_stone_brick_slab,End Stone Brick Slab,64
705,smooth_sandstone_slab,Smooth Sandstone Slab,64
706,smooth_quartz_slab,Smooth Quartz Slab,64
707,granite_slab,Granite Slab,64
708,andesite_slab,Andesite Slab,64
709,red_nether_brick_slab,Red Nether Brick Slab,64
710,polished_andesite_slab,Polished Andesite Slab,64
711,diorite_slab,Diorite Slab,64
712,cobbled_deepslate_slab,Cobbled Deepslate Slab,64
713,polished_deepslate_slab,Polished Deepslate Slab,64
714,deepslate_brick_slab,Deepslate Brick Slab,64
715,deepslate_tile_slab,Deepslate Tile Slab,64
716,scaffolding,Scaffolding,64
717,redstone,Redstone Dust,64
718,redstone_torch,Redstone Torch,64
719,redstone_block,Block of Redstone,64
720,repeater,Redstone Repeater,64
721,comparator,Redstone Comparator,64
722,piston,Piston,64
723,sticky_piston,Sticky Piston,64
724,slime_block,Slime Block,64
725,honey_block,Honey Block,64
726,observer,Observer,64
727,hopper,Hopper,64
728,dispenser,Dispenser,64
729,dropper,Dropper,64
730,lectern,Lectern,64
731,target,Target,64
732,lever,Lever,64
733,lightning_rod,Lightning Rod,64
734,exposed_lightning_rod,Exposed Lightning Rod,64
735,weathered_lightning_rod,Weathered Lightning Rod,64
736,oxidized_lightning_rod,Oxidized Lightning Rod,64
737,waxed_lightning_rod,Waxed Lightning Rod,64
738,waxed_exposed_lightning_rod,Waxed Exposed Lightning Rod,64
739,waxed_weathered_lightning_rod,Waxed Weathered Lightning Rod,64
740,waxed_oxidized_lightning_rod,Waxed Oxidized Lightning Rod,64
741,daylight_detector,Daylight Detector,64
742,sculk_sensor,Sculk Sensor,64
743,calibrated_sculk_sensor,Calibrated Sculk Sensor,64
744,tripwire_hook,Tripwire Hook,64
745,trapped_chest,Trapped Chest,64
746,tnt,TNT,64
747,redstone_lamp,Redstone Lamp,64
748,note_block,Note Block,64
749,stone_button,Stone Button,64
750,polished_blackstone_button,Polished Blackstone Button,64
751,oak_button,Oak Button,64
752,spruce_button,Spruce Button,64
753,birch_button,Birch Button,64
754,jungle_button,Jungle Button,64
755,acacia_button,Acacia Button,64
756,cherry_button,Cherry Button,64
757,dark_oak_button,Dark Oak Button,64
758,pale_oak_button,Pale Oak Button,64
759,mangrove_button,Mangrove Button,64
760,bamboo_button,Bamboo Button,64
761,crimson_button,Crimson Button,64
762,warped_button,Warped Button,64
763,stone_pressure_plate,Stone Pressure Plate,64
764,polished_blackstone_pressure_plate,Polished Blackstone Pressure Plate,64
765,light_weighted_pressure_plate,Light Weighted Pressure Plate,64
766,heavy_weighted_pressure_plate,Heavy Weighted Pressure Plate,64
767,oak_pressure_plate,Oak Pressure Plate,64
768,spruce_pressure_plate,Spruce Pressure Plate,64
769,birch_pressure_plate,Birch Pressure Plate,64
770,jungle_pressure_plate,Jungle Pressure Plate,64
771,acacia_pressure_plate,Acacia Pressure Plate,64
772,cherry_pressure_plate,Cherry Pressure Plate,64
773,dark_oak_pressure_plate,Dark Oak Pressure Plate,64
774,pale_oak_pressure_plate,Pale Oak Pressure Plate,64
775,mangrove_pressure_plate,Mangrove Pressure Plate,64
776,bamboo_pressure_plate,Bamboo Pressure Plate,64
777,crimson_pressure_plate,Crimson Pressure Plate,64
778,warped_pressure_plate,Warped Pressure Plate,64
779,iron_door,Iron Door,64
780,oak_door,Oak Door,64
781,spruce_door,Spruce Door,64
782,birch_door,Birch Door,64
783,jungle_door,Jungle Door,64
784,acacia_door,Acacia Door,64
785,cherry_door,Cherry Door,64
786,dark_oak_door,Dark Oak Door,64
787,pale_oak_door,Pale Oak Door,64
788,mangrove_door,Mangrove Door,64
789,bamboo_door,Bamboo Door,64
790,crimson_door,Crimson Door,64
791,warped_door,Warped Door,64
792,copper_door,Copper Door,64
793,exposed_copper_door,Exposed Copper Door,64
794,weathered_copper_door,Weathered Copper Door,64
795,oxidized_copper_door,Oxidized Copper Door,64
796,waxed_copper_door,Waxed Copper Door,64
797,waxed_exposed_copper_door,Waxed Exposed Copper Door,64
798,waxed_weathered_copper_door,Waxed Weathered Copper Door,64
799,waxed_oxidized_copper_door,Waxed Oxidized Copper Door,64
800,iron_trapdoor,Iron Trapdoor,64
801,oak_trapdoor,Oak Trapdoor,64
802,spruce_trapdoor,Spruce Trapdoor,64
803,birch_trapdoor,Birch Trapdoor,64
804,jungle_trapdoor,Jungle Trapdoor,64
805,acacia_trapdoor,Acacia Trapdoor,64
806,cherry_trapdoor,Cherry Trapdoor,64
807,dark_oak_trapdoor,Dark Oak Trapdoor,64
808,pale_oak_trapdoor,Pale Oak Trapdoor,64
809,mangrove_trapdoor,Mangrove Trapdoor,64
810,bamboo_trapdoor,Bamboo Trapdoor,64
811,crimson_trapdoor,Crimson Trapdoor,64
812,warped_trapdoor,Warped Trapdoor,64
813,copper_trapdoor,Copper Trapdoor,64
814,exposed_copper_trapdoor,Exposed Copper Trapdoor,64
815,weathered_copper_trapdoor,Weathered Copper Trapdoor,64
816,oxidized_copper_trapdoor,Oxidized Copper Trapdoor,64
817,waxed_copper_trapdoor,Waxed Copper Trapdoor,64
818,waxed_exposed_copper_trapdoor,Waxed Exposed Copper Trapdoor,64
819,waxed_weathered_copper_trapdoor,Waxed Weathered Copper Trapdoor,64
820,waxed_oxidized_copper_trapdoor,Waxed Oxidized Copper Trapdoor,64
821,oak_fence_gate,Oak Fence Gate,64
822,spruce_fence_gate,Spruce Fence Gate,64
823,birch_fence_gate,Birch Fence Gate,64
824,jungle_fence_gate,Jungle Fence Gate,64
825,acacia_fence_gate,Acacia Fence Gate,64
826,cherry_fence_gate,Cherry Fence Gate,64
827,dark_oak_fence_gate,Dark Oak Fence Gate,64
828,pale_oak_fence_gate,Pale Oak Fence Gate,64
829,mangrove_fence_gate,Mangrove Fence Gate,64
830,bamboo_fence_gate,Bamboo Fence Gate,64
831,crimson_fence_gate,Crimson Fence Gate,64
832,warped_fence_gate,Warped Fence Gate,64
833,powered_rail,Powered Rail,64
834,detector_rail,Detector Rail,64
835,rail,Rail,64
836,activator_rail,Activator Rail,64
837,saddle,Saddle,1
838,white_harness,White Harness,1
839,orange_harness,Orange Harness,1
840,magenta_harness,Magenta Harness,1
841,light_blue_harness,Light Blue Harness,1
842,yellow_harness,Yellow Harness,1
843,lime_harness,Lime Harness,1
844,pink_harness,Pink Harness,1
845,gray_harness,Gray Harness,1
846,light_gray_harness,Light Gray Harness,1
847,cyan_harness,Cyan Harness,1
848,purple_harness,Purple Harness,1
849,blue_harness,Blue Harness,1
850,brown_harness,Brown Harness,1
851,green_harness,Green Harness,1
852,red_harness,Red Harness,1
853,black_harness,Black Harness,1
854,minecart,Minecart,1
855,chest_minecart,Minecart with Chest,1
856,furnace_minecart,Minecart with Furnace,1
857,tnt_minecart,Minecart with TNT,1
858,hopper_minecart,Minecart with Hopper,1
859,carrot_on_a_stick,Carrot on a Stick,1
860,warped_fungus_on_a_stick,Warped Fungus on a Stick,1
861,phantom_membrane,Phantom Membrane,64
862,elytra,Elytra,1
863,oak_boat,Oak Boat,1
864,oak_chest_boat,Oak Boat with Chest,1
865,spruce_boat,Spruce Boat,1
866,spruce_chest_boat,Spruce Boat with Chest,1
867,birch_boat,Birch Boat,1
868,birch_chest_boat,Birch Boat with Chest,1
869,jungle_boat,Jungle Boat,1
870,jungle_chest_boat,Jungle Boat with Chest,1
871,acacia_boat,Acacia Boat,1
872,acacia_chest_boat,Acacia Boat with Chest,1
873,cherry_boat,Cherry Boat,1
874,cherry_chest_boat,Cherry Boat with Chest,1
875,dark_oak_boat,Dark Oak Boat,1
876,dark_oak_chest_boat,Dark Oak Boat with Chest,1
877,pale_oak_boat,Pale Oak Boat,1
878,pale_oak_chest_boat,Pale Oak Boat with Chest,1
879,mangrove_boat,Mangrove Boat,1
880,mangrove_chest_boat,Mangrove Boat with Chest,1
881,bamboo_raft,Bamboo Raft,1
882,bamboo_chest_raft,Bamboo Raft with Chest,1
883,structure_block,Structure Block,64
884,jigsaw,Jigsaw Block,64
885,test_block,Test Block,64
886,test_instance_block,Test Instance Block,64
887,turtle_helmet,Turtle Shell,1
888,turtle_scute,Turtle Scute,64
889,armadillo_scute,Armadillo Scute,64
890,wolf_armor,Wolf Armor,1
891,flint_and_steel,Flint and Steel,1
892,bowl,Bowl,64
893,apple,Apple,64
894,bow,Bow,1
895,arrow,Arrow,64
896,coal,Coal,64
897,charcoal,Charcoal,64
898,diamond,Diamond,64
899,emerald,Emerald,64
900,lapis_lazuli,Lapis Lazuli,64
901,quartz,Nether Quartz,64
902,amethyst_shard,Amethyst Shard,64
903,raw_iron,Raw Iron,64
904,iron_ingot,Iron Ingot,64
905,raw_copper,Raw Copper,64
906,copper_ingot,Copper Ingot,64
907,raw_gold,Raw Gold,64
908,gold_ingot,Gold Ingot,64
909,netherite_ingot,Netherite Ingot,64
910,netherite_scrap,Netherite Scrap,64
911,wooden_sword,Wooden Sword,1
912,wooden_shovel,Wooden Shovel,1
913,wooden_pickaxe,Wooden Pickaxe,1
914,wooden_axe,Wooden Axe,1
915,wooden_hoe,Wooden Hoe,1
916,copper_sword,Copper Sword,1
917,copper_shovel,Copper Shovel,1
918,copper_pickaxe,Copper Pickaxe,1
919,copper_axe,Copper Axe,1
920,copper_hoe,Copper Hoe,1
921,stone_sword,Stone Sword,1
922,stone_shovel,Stone Shovel,1
923,stone_pickaxe,Stone Pickaxe,1
924,stone_axe,Stone Axe,1
925,stone_hoe,Stone Hoe,1
926,golden_sword,Golden Sword,1
927,golden_shovel,Golden Shovel,1
928,golden_pickaxe,Golden Pickaxe,1
929,golden_axe,Golden Axe,1
930,golden_hoe,Golden Hoe,1
931,iron_sword,Iron Sword,1
932,iron_shovel,Iron Shovel,1
933,iron_pickaxe,Iron Pickaxe,1
934,iron_axe,Iron Axe,1
935,iron_hoe,Iron Hoe,1
936,diamond_sword,Diamond Sword,1
937,diamond_shovel,Diamond Shovel,1
938,diamond_pickaxe,Diamond Pickaxe,1
939,diamond_axe,Diamond Axe,1
940,diamond_hoe,Diamond Hoe,1
941,netherite_sword,Netherite Sword,1
942,netherite_shovel,Netherite Shovel,1
943,netherite_pickaxe,Netherite Pickaxe,1
944,netherite_axe,Netherite Axe,1
945,netherite_hoe,Netherite Hoe,1
946,stick,Stick,64
947,mushroom_stew,Mushroom Stew,1
948,string,String,64
949,feather,Feather,64
950,gunpowder,Gunpowder,64
951,wheat_seeds,Wheat Seeds,64
952,wheat,Wheat,64
953,bread,Bread,64
954,leather_helmet,Leather Cap,1
955,leather_chestplate,Leather Tunic,1
956,leather_leggings,Leather Pants,1
957,leather_boots,Leather Boots,1
958,copper_helmet,Copper Helmet,1
959,copper_chestplate,Copper Chestplate,1
960,copper_leggings,Copper Leggings,1
961,copper_boots,Copper Boots,1
962,chainmail_helmet,Chainmail Helmet,1
963,chainmail_chestplate,Chainmail Chestplate,1
964,chainmail_leggings,Chainmail Leggings,1
965,chainmail_boots,Chainmail Boots,1
966,iron_helmet,Iron Helmet,1
967,iron_chestplate,Iron Chestplate,1
968,iron_leggings,Iron Leggings,1
969,iron_boots,Iron Boots,1
970,diamond_helmet,Diamond Helmet,1
971,diamond_chestplate,Diamond Chestplate,1
972,diamond_leggings,Diamond Leggings,1
973,diamond_boots,Diamond Boots,1
974,golden_helmet,Golden Helmet,1
975,golden_chestplate,Golden Chestplate,1
976,golden_leggings,Golden Leggings,1
977,golden_boots,Golden Boots,1
978,netherite_helmet,Netherite Helmet,1
979,netherite_chestplate,Netherite Chestplate,1
980,netherite_leggings,Netherite Leggings,1
981,netherite_boots,Netherite Boots,1
982,flint,Flint,64
983,porkchop,Raw Porkchop,64
984,cooked_porkchop,Cooked Porkchop,64
985,painting,Painting,64
986,golden_apple,Golden Apple,64
987,enchanted_golden_apple,Enchanted Golden Apple,64
988,oak_sign,Oak Sign,16
989,spruce_sign,Spruce Sign,16
990,birch_sign,Birch Sign,16
991,jungle_sign,Jungle Sign,16
992,acacia_sign,Acacia Sign,16
993,cherry_sign,Cherry Sign,16
994,dark_oak_sign,Dark Oak Sign,16
995,pale_oak_sign,Pale Oak Sign,16
996,mangrove_sign,Mangrove Sign,16
997,bamboo_sign,Bamboo Sign,16
998,crimson_sign,Crimson Sign,16
999,warped_sign,Warped Sign,16
1000,oak_hanging_sign,Oak Hanging Sign,16
1001,spruce_hanging_sign,Spruce Hanging Sign,16
1002,birch_hanging_sign,Birch Hanging Sign,16
1003,jungle_hanging_sign,Jungle Hanging Sign,16
1004,acacia_hanging_sign,Acacia Hanging Sign,16
1005,cherry_hanging_sign,Cherry Hanging Sign,16
1006,dark_oak_hanging_sign,Dark Oak Hanging Sign,16
1007,pale_oak_hanging_sign,Pale Oak Hanging Sign,16
1008,mangrove_hanging_sign,Mangrove Hanging Sign,16
1009,bamboo_hanging_sign,Bamboo Hanging Sign,16
1010,crimson_hanging_sign,Crimson Hanging Sign,16
1011,warped_hanging_sign,Warped Hanging Sign,16
1012,bucket,Bucket,16
1013,water_bucket,Water Bucket,1
1014,lava_bucket,Lava Bucket,1
1015,powder_snow_bucket,Powder Snow Bucket,1
1016,snowball,Snowball,16
1017,leather,Leather,64
1018,milk_bucket,Milk Bucket,1
1019,pufferfish_bucket,Bucket of Pufferfish,1
1020,salmon_bucket,Bucket of Salmon,1
1021,cod_bucket,Bucket of Cod,1
1022,tropical_fish_bucket,Bucket of Tropical Fish,1
1023,axolotl_bucket,Bucket of Axolotl,1
1024,tadpole_bucket,Bucket of Tadpole,1
1025,brick,Brick,64
1026,clay_ball,Clay Ball,64
1027,dried_kelp_block,Dried Kelp Block,64
1028,paper,Paper,64
1029,book,Book,64
1030,slime_ball,Slimeball,64
1031,egg,Egg,16
1032,blue_egg,Blue Egg,16
1033,brown_egg,Brown Egg,16
1034,compass,Compass,64
1035,recovery_compass,Recovery Compass,64
1036,bundle,Bundle,1
1037,white_bundle,White Bundle,1
1038,orange_bundle,Orange Bundle,1
1039,magenta_bundle,Magenta Bundle,1
1040,light_blue_bundle,Light Blue Bundle,1
1041,yellow_bundle,Yellow Bundle,1
1042,lime_bundle,Lime Bundle,1
1043,pink_bundle,Pink Bundle,1
1044,gray_bundle,Gray Bundle,1
1045,light_gray_bundle,Light Gray Bundle,1
1046,cyan_bundle,Cyan Bundle,1
1047,purple_bundle,Purple Bundle,1
1048,blue_bundle,Blue Bundle,1
1049,brown_bundle,Brown Bundle,1
1050,green_bundle,Green Bundle,1
1051,red_bundle,Red Bundle,1
1052,black_bundle,Black Bundle,1
1053,fishing_rod,Fishing Rod,1
1054,clock,Clock,64
1055,spyglass,Spyglass,1
1056,glowstone_dust,Glowstone Dust,64
1057,cod,Raw Cod,64
1058,salmon,Raw Salmon,64
1059,tropical_fish,Tropical Fish,64
1060,pufferfish,Pufferfish,64
1061,cooked_cod,Cooked Cod,64
1062,cooked_salmon,Cooked Salmon,64
1063,ink_sac,Ink Sac,64
1064,glow_ink_sac,Glow Ink Sac,64
1065,cocoa_beans,Cocoa Beans,64
1066,white_dye,White Dye,64
1067,orange_dye,Orange Dye,64
1068,magenta_dye,Magenta Dye,64
1069,light_blue_dye,Light Blue Dye,64
1070,yellow_dye,Yellow Dye,64
1071,lime_dye,Lime Dye,64
1072,pink_dye,Pink Dye,64
1073,gray_dye,Gray Dye,64
1074,light_gray_dye,Light Gray Dye,64
1075,cyan_dye,Cyan Dye,64
1076,purple_dye,Purple Dye,64
1077,blue_dye,Blue Dye,64
1078,brown_dye,Brown Dye,64
1079,green_dye,Green Dye,64
1080,red_dye,Red Dye,64
1081,black_dye,Black Dye,64
1082,bone_meal,Bone Meal,64
1083,bone,Bone,64
1084,sugar,Sugar,64
1085,cake,Cake,1
1086,white_bed,White Bed,1
1087,orange_bed,Orange Bed,1
1088,magenta_bed,Magenta Bed,1
1089,light_blue_bed,Light Blue Bed,1
1090,yellow_bed,Yellow Bed,1
1091,lime_bed,Lime Bed,1
1092,pink_bed,Pink Bed,1
1093,gray_bed,Gray Bed,1
1094,light_gray_bed,Light Gray Bed,1
1095,cyan_bed,Cyan Bed,1
1096,purple_bed,Purple Bed,1
1097,blue_bed,Blue Bed,1
1098,brown_bed,Brown Bed,1
1099,green_bed,Green Bed,1
1100,red_bed,Red Bed,1
1101,black_bed,Black Bed,1
1102,cookie,Cookie,64
1103,crafter,Crafter,64
1104,filled_map,Map,64
1105,shears,Shears,1
1106,melon_slice,Melon Slice,64
1107,dried_kelp,Dried Kelp,64
1108,pumpkin_seeds,Pumpkin Seeds,64
1109,melon_seeds,Melon Seeds,64
1110,beef,Raw Beef,64
1111,cooked_beef,Steak,64
1112,chicken,Raw Chicken,64
1113,cooked_chicken,Cooked Chicken,64
1114,rotten_flesh,Rotten Flesh,64
1115,ender_pearl,Ender Pearl,16
1116,blaze_rod,Blaze Rod,64
1117,ghast_tear,Ghast Tear,64
1118,gold_nugget,Gold Nugget,64
1119,nether_wart,Nether Wart,64
1120,glass_bottle,Glass Bottle,64
1121,potion,Potion,1
1122,spider_eye,Spider Eye,64
1123,fermented_spider_eye,Fermented Spider Eye,64
1124,blaze_powder,Blaze Powder,64
1125,magma_cream,Magma Cream,64
1126,brewing_stand,Brewing Stand,64
1127,cauldron,Cauldron,64
1128,ender_eye,Eye of Ender,64
1129,glistering_melon_slice,Glistering Melon Slice,64
1130,chicken_spawn_egg,Chicken Spawn Egg,64
1131,cow_spawn_egg,Cow Spawn Egg,64
1132,pig_spawn_egg,Pig Spawn Egg,64
1133,sheep_spawn_egg,Sheep Spawn Egg,64
1134,camel_spawn_egg,Camel Spawn Egg,64
1135,donkey_spawn_egg,Donkey Spawn Egg,64
1136,horse_spawn_egg,Horse Spawn Egg,64
1137,mule_spawn_egg,Mule Spawn Egg,64
1138,cat_spawn_egg,Cat Spawn Egg,64
1139,parrot_spawn_egg,Parrot Spawn Egg,64
1140,wolf_spawn_egg,Wolf Spawn Egg,64
1141,armadillo_spawn_egg,Armadillo Spawn Egg,64
1142,bat_spawn_egg,Bat Spawn Egg,64
1143,bee_spawn_egg,Bee Spawn Egg,64
1144,fox_spawn_egg,Fox Spawn Egg,64
1145,goat_spawn_egg,Goat Spawn Egg,64
1146,llama_spawn_egg,Llama Spawn Egg,64
1147,ocelot_spawn_egg,Ocelot Spawn Egg,64
1148,panda_spawn_egg,Panda Spawn Egg,64
1149,polar_bear_spawn_egg,Polar Bear Spawn Egg,64
1150,rabbit_spawn_egg,Rabbit Spawn Egg,64
1151,axolotl_spawn_egg,Axolotl Spawn Egg,64
1152,cod_spawn_egg,Cod Spawn Egg,64
1153,dolphin_spawn_egg,Dolphin Spawn Egg,64
1154,frog_spawn_egg,Frog Spawn Egg,64
1155,glow_squid_spawn_egg,Glow Squid Spawn Egg,64
1156,nautilus_spawn_egg,Nautilus Spawn Egg,64
1157,pufferfish_spawn_egg,Pufferfish Spawn Egg,64
1158,salmon_spawn_egg,Salmon Spawn Egg,64
1159,squid_spawn_egg,Squid Spawn Egg,64
1160,tadpole_spawn_egg,Tadpole Spawn Egg,64
1161,tropical_fish_spawn_egg,Tropical Fish Spawn Egg,64
1162,turtle_spawn_egg,Turtle Spawn Egg,64
1163,allay_spawn_egg,Allay Spawn Egg,64
1164,mooshroom_spawn_egg,Mooshroom Spawn Egg,64
1165,sniffer_spawn_egg,Sniffer Spawn Egg,64
1166,copper_golem_spawn_egg,Copper Golem Spawn Egg,64
1167,iron_golem_spawn_egg,Iron Golem Spawn Egg,64
1168,snow_golem_spawn_egg,Snow Golem Spawn Egg,64
1169,trader_llama_spawn_egg,Trader Llama Spawn Egg,64
1170,villager_spawn_egg,Villager Spawn Egg,64
1171,wandering_trader_spawn_egg,Wandering Trader Spawn Egg,64
1172,bogged_spawn_egg,Bogged Spawn Egg,64
1173,camel_husk_spawn_egg,Camel Husk Spawn Egg,64
1174,drowned_spawn_egg,Drowned Spawn Egg,64
1175,husk_spawn_egg,Husk Spawn Egg,64
1176,parched_spawn_egg,Parched Spawn Egg,64
1177,skeleton_spawn_egg,Skeleton Spawn Egg,64
1178,skeleton_horse_spawn_egg,Skeleton Horse Spawn Egg,64
1179,stray_spawn_egg,Stray Spawn Egg,64
1180,wither_spawn_egg,Wither Spawn Egg,64
1181,wither_skeleton_spawn_egg,Wither Skeleton Spawn Egg,64
1182,zombie_spawn_egg,Zombie Spawn Egg,64
1183,zombie_horse_spawn_egg,Zombie Horse Spawn Egg,64
1184,zombie_nautilus_spawn_egg,Zombie Nautilus Spawn Egg,64
1185,zombie_villager_spawn_egg,Zombie Villager Spawn Egg,64
1186,cave_spider_spawn_egg,Cave Spider Spawn Egg,64
1187,spider_spawn_egg,Spider Spawn Egg,64
1188,breeze_spawn_egg,Breeze Spawn Egg,64
1189,creaking_spawn_egg,Creaking Spawn Egg,64
1190,creeper_spawn_egg,Creeper Spawn Egg,64
1191,elder_guardian_spawn_egg,Elder Guardian Spawn Egg,64
1192,guardian_spawn_egg,Guardian Spawn Egg,64
1193,phantom_spawn_egg,Phantom Spawn Egg,64
1194,silverfish_spawn_egg,Silverfish Spawn Egg,64
1195,slime_spawn_egg,Slime Spawn Egg,64
1196,warden_spawn_egg,Warden Spawn Egg,64
1197,witch_spawn_egg,Witch Spawn Egg,64
1198,evoker_spawn_egg,Evoker Spawn Egg,64
1199,pillager_spawn_egg,Pillager Spawn Egg,64
1200,ravager_spawn_egg,Ravager Spawn Egg,64
1201,vindicator_spawn_egg,Vindicator Spawn Egg,64
1202,vex_spawn_egg,Vex Spawn Egg,64
1203,blaze_spawn_egg,Blaze Spawn Egg,64
1204,ghast_spawn_egg,Ghast Spawn Egg,64
1205,happy_ghast_spawn_egg,Happy Ghast Spawn Egg,64
1206,hoglin_spawn_egg,Hoglin Spawn Egg,64
1207,magma_cube_spawn_egg,Magma Cube Spawn Egg,64
1208,piglin_spawn_egg,Piglin Spawn Egg,64
1209,piglin_brute_spawn_egg,Piglin Brute Spawn Egg,64
1210,strider_spawn_egg,Strider Spawn Egg,64
1211,zoglin_spawn_egg,Zoglin Spawn Egg,64
1212,zombified_piglin_spawn_egg,Zombified Piglin Spawn Egg,64
1213,ender_dragon_spawn_egg,Ender Dragon Spawn Egg,64
1214,enderman_spawn_egg,Enderman Spawn Egg,64
1215,endermite_spawn_egg,Endermite Spawn Egg,64
1216,shulker_spawn_egg,Shulker Spawn Egg,64
1217,experience_bottle,Bottle o' Enchanting,64
1218,fire_charge,Fire Charge,64
1219,wind_charge,Wind Charge,64
1220,writable_book,Book and Quill,1
1221,written_book,Written Book,16
1222,breeze_rod,Breeze Rod,64
1223,mace,Mace,1
1224,item_frame,Item Frame,64
1225,glow_item_frame,Glow Item Frame,64
1226,flower_pot,Flower Pot,64
1227,carrot,Carrot,64
1228,potato,Potato,64
1229,baked_potato,Baked Potato,64
1230,poisonous_potato,Poisonous Potato,64
1231,map,Empty Map,64
1232,golden_carrot,Golden Carrot,64
1233,skeleton_skull,Skeleton Skull,64
1234,wither_skeleton_skull,Wither Skeleton Skull,64
1235,player_head,Player Head,64
1236,zombie_head,Zombie Head,64
1237,creeper_head,Creeper Head,64
1238,dragon_head,Dragon Head,64
1239,piglin_head,Piglin Head,64
1240,nether_star,Nether Star,64
1241,pumpkin_pie,Pumpkin Pie,64
1242,firework_rocket,Firework Rocket,64
1243,firework_star,Firework Star,64
1244,enchanted_book,Enchanted Book,1
1245,nether_brick,Nether Brick,64
1246,resin_brick,Resin Brick,64
1247,prismarine_shard,Prismarine Shard,64
1248,prismarine_crystals,Prismarine Crystals,64
1249,rabbit,Raw Rabbit,64
1250,cooked_rabbit,Cooked Rabbit,64
1251,rabbit_stew,Rabbit Stew,1
1252,rabbit_foot,Rabbit's Foot,64
1253,rabbit_hide,Rabbit Hide,64
1254,armor_stand,Armor Stand,16
1255,copper_horse_armor,Copper Horse Armor,1
1256,iron_horse_armor,Iron Horse Armor,1
1257,golden_horse_armor,Golden Horse Armor,1
1258,diamond_horse_armor,Diamond Horse Armor,1
1259,netherite_horse_armor,Netherite Horse Armor,1
1260,leather_horse_armor,Leather Horse Armor,1
1261,lead,Lead,64
1262,name_tag,Name Tag,64
1263,command_block_minecart,Minecart with Command Block,1
1264,mutton,Raw Mutton,64
1265,cooked_mutton,Cooked Mutton,64
1266,white_banner,White Banner,16
1267,orange_banner,Orange Banner,16
1268,magenta_banner,Magenta Banner,16
1269,light_blue_banner,Light Blue Banner,16
1270,yellow_banner,Yellow Banner,16
1271,lime_banner,Lime Banner,16
1272,pink_banner,Pink Banner,16
1273,gray_banner,Gray Banner,16
1274,light_gray_banner,Light Gray Banner,16
1275,cyan_banner,Cyan Banner,16
